Id,metric_alias_widget_2891_0,metric_alias_widget_2891_1
StatusCode,Complete,Complete
Messages,,
Full label,us-east-1:ECS/ContainerInsights ClusterName:fargate-benchmark-cluster-ov1 NetworkTxBytes Average 3600,us-east-1:ECS/ContainerInsights ClusterName:fargate-benchmark-cluster-ov1 NetworkRxBytes Average 3600
Label,NetworkTxBytes,NetworkRxBytes
2025/07/08 21:30:00,192.42372881355934,310.5593220338983
2025/07/08 22:30:00,308.95,356.68333333333334
2025/07/08 23:30:00,189.75,299.28333333333336
2025/07/09 00:30:00,242.81666666666666,306.6
2025/07/09 01:30:00,194.2,299.2
2025/07/09 02:30:00,237.28333333333333,307.23333333333335
2025/07/09 03:30:00,202.6,301.01666666666665
2025/07/09 04:30:00,225.83333333333334,303.71666666666664
2025/07/09 05:30:00,214.2,301.25
2025/07/09 06:30:00,207.23333333333332,299.46666666666664
2025/07/09 07:30:00,219.46666666666667,303.81666666666666
2025/07/09 08:30:00,2035.7166666666667,2053.883333333333
2025/07/09 09:30:00,228.55,303.55
2025/07/09 10:30:00,188.31666666666666,300.4166666666667
2025/07/09 11:30:00,231.91666666666666,302.5
2025/07/09 12:30:00,182.6,295.01666666666665
2025/07/09 13:30:00,235.01666666666668,305.03333333333336
2025/07/09 14:30:00,182.4,294.98333333333335
2025/07/09 15:30:00,234.15,304.93333333333334
2025/07/09 16:30:00,187.51666666666668,298.6666666666667
2025/07/09 17:30:00,220.18333333333334,302.4166666666667
2025/07/09 18:30:00,204.83333333333334,299.3333333333333
2025/07/09 19:30:00,202.58333333333334,298.71666666666664
2025/07/09 20:30:00,210.81666666666666,300.56666666666666
2025/07/09 21:30:00,187.26666666666668,296.23333333333335
2025/07/09 22:30:00,218.45,304.8333333333333
2025/07/09 23:30:00,188.13333333333333,301.03333333333336
2025/07/10 00:30:00,209.35,300.1666666666667
2025/07/10 01:30:00,182.56666666666666,295.0833333333333
2025/07/10 02:30:00,202.55,297.71666666666664
2025/07/10 03:30:00,182.46666666666667,295.1333333333333
2025/07/10 04:30:00,203.48333333333332,301.55
2025/07/10 05:30:00,182.43333333333334,295
2025/07/10 06:30:00,197.25,297.96666666666664
2025/07/10 07:30:00,190.08333333333334,296.71666666666664
2025/07/10 08:30:00,194.83333333333334,297.5833333333333
2025/07/10 09:30:00,207.36666666666667,301.96666666666664
2025/07/10 10:30:00,194.08333333333334,296.1333333333333
2025/07/10 11:30:00,218.26666666666668,301.56666666666666
2025/07/10 12:30:00,182.61666666666667,294.98333333333335
2025/07/10 13:30:00,219.31666666666666,302.06666666666666
2025/07/10 14:30:00,182.31666666666666,294.8833333333333
2025/07/10 15:30:00,220.71666666666667,302.23333333333335
2025/07/10 16:30:00,182.3,294.56666666666666
2025/07/10 17:30:00,225.03333333333333,305.93333333333334
2025/07/10 18:30:00,188.9,296.98333333333335
2025/07/10 19:30:00,226.61666666666667,303.1
2025/07/10 20:30:00,198,297.48333333333335
2025/07/10 21:30:00,212.11666666666667,298.65
2025/07/10 22:30:00,221.9,311.76666666666665
2025/07/10 23:30:00,203.8,303.48333333333335
2025/07/11 00:30:00,220.46666666666667,304.51666666666665
2025/07/11 01:30:00,184.8,298.18333333333334
2025/07/11 02:30:00,213.5,300.8833333333333
2025/07/11 03:30:00,182.35,294.78333333333336
2025/07/11 04:30:00,224.63333333333333,302.96666666666664
2025/07/11 05:30:00,183.55,297.6166666666667
2025/07/11 06:30:00,228.66666666666666,303.8666666666667
2025/07/11 07:30:00,189.6,296.53333333333336
2025/07/11 08:30:00,229.28333333333333,302.05
2025/07/11 09:30:00,201.3,300.71666666666664
2025/07/11 10:30:00,221.53333333333333,304.3833333333333
2025/07/11 11:30:00,218.1,302.4
2025/07/11 12:30:00,208.51666666666668,301.48333333333335
2025/07/11 13:30:00,231.38333333333333,307.1166666666667
2025/07/11 14:30:00,192.96666666666667,299.28333333333336
2025/07/11 15:30:00,232.6,306.76666666666665
2025/07/11 16:30:00,183.68333333333334,295.45
2025/07/11 17:30:00,236.21666666666667,307.53333333333336
2025/07/11 18:30:00,187.48333333333332,302.6666666666667
2025/07/11 19:30:00,225.68333333333334,303.8833333333333
2025/07/11 20:30:00,195.93333333333334,299.85
2025/07/11 21:30:00,227.16666666666666,312.81666666666666
2025/07/11 22:30:00,204.31666666666666,301.5833333333333
2025/07/11 23:30:00,210.91666666666666,300.81666666666666
2025/07/12 00:30:00,220.71666666666667,306.73333333333335
2025/07/12 01:30:00,197.08333333333334,297.98333333333335
2025/07/12 02:30:00,229.06666666666666,303.8
2025/07/12 03:30:00,194.41666666666666,301.75
2025/07/12 04:30:00,241.36666666666667,306.05
2025/07/12 05:30:00,190.1,300.15
2025/07/12 06:30:00,239.13333333333333,303.6
2025/07/12 07:30:00,192.5,299
2025/07/12 08:30:00,231.75,306.31666666666666
2025/07/12 09:30:00,201.35,298.51666666666665
2025/07/12 10:30:00,221.66666666666666,302.0833333333333
2025/07/12 11:30:00,208.11666666666667,300.03333333333336
2025/07/12 12:30:00,220.18333333333334,306.48333333333335
2025/07/12 13:30:00,217.85,302.06666666666666
2025/07/12 14:30:00,205.81666666666666,301.8833333333333
2025/07/12 15:30:00,229.23333333333332,303.7
2025/07/12 16:30:00,192.48333333333332,297.21666666666664
2025/07/12 17:30:00,242.3,306.4
2025/07/12 18:30:00,183.1,293.1166666666667
2025/07/12 19:30:00,257.03333333333336,311.5833333333333
2025/07/12 20:30:00,186.65,295.8666666666667
2025/07/12 21:30:00,241,306
2025/07/12 22:30:00,197.76666666666668,297.85
2025/07/12 23:30:00,227.96666666666667,303.7
2025/07/13 00:30:00,206.41666666666666,299.15
2025/07/13 01:30:00,215.71666666666667,304.06666666666666
2025/07/13 02:30:00,222.65,304.6
2025/07/13 03:30:00,200.5,298.2
2025/07/13 04:30:00,231.58333333333334,304.26666666666665
2025/07/13 05:30:00,187.68333333333334,296.7
2025/07/13 06:30:00,240.96666666666667,306.3833333333333
2025/07/13 07:30:00,183.56666666666666,297.1166666666667
2025/07/13 08:30:00,236.61666666666667,305.21666666666664
2025/07/13 09:30:00,192.66666666666666,301.96666666666664
2025/07/13 10:30:00,247.33333333333334,307.3666666666667
2025/07/13 11:30:00,195.85,297.8333333333333
2025/07/13 12:30:00,235.01666666666668,306.4
2025/07/13 13:30:00,204.41666666666666,301.2
2025/07/13 14:30:00,217.9,305.9166666666667
2025/07/13 15:30:00,216.2,301.81666666666666
2025/07/13 16:30:00,204.58333333333334,297.4166666666667
2025/07/13 17:30:00,221.23333333333332,302.3833333333333
2025/07/13 18:30:00,191.73333333333332,296.8
2025/07/13 19:30:00,223.06666666666666,302.48333333333335
2025/07/13 20:30:00,258.0833333333333,363.6666666666667
2025/07/13 21:30:00,227.5,306.3666666666667
2025/07/13 22:30:00,264.9,364.4166666666667
2025/07/13 23:30:00,233.96666666666667,306.81666666666666
2025/07/14 00:30:00,196.96666666666667,298.2
2025/07/14 01:30:00,222.73333333333332,303.01666666666665
2025/07/14 02:30:00,211.41666666666666,300.8666666666667
2025/07/14 03:30:00,211.61666666666667,298.53333333333336
2025/07/14 04:30:00,218.05,302.65
2025/07/14 05:30:00,204.93333333333334,299.6333333333333
2025/07/14 06:30:00,229.41666666666666,304.05
2025/07/14 07:30:00,187.51666666666668,295.96666666666664
2025/07/14 08:30:00,236.2,304.95
2025/07/14 09:30:00,184.3,299.9
2025/07/14 10:30:00,233.88333333333333,307.01666666666665
2025/07/14 11:30:00,189.71666666666667,296.6166666666667
2025/07/14 12:30:00,229.06666666666666,308.73333333333335
2025/07/14 13:30:00,202.33333333333334,299.05
2025/07/14 14:30:00,213.91666666666666,299.28333333333336
2025/07/14 15:30:00,217.21666666666667,304.21666666666664
