timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 00:30:01,/fib,1,1,2.04,489.032,0.489,0,0
2025-07-15 00:35:02,/fib,1,1,2.00,499.318,0.499,0,0
2025-07-15 00:40:04,/fib,1,1,2.09,478.385,0.478,0,0
2025-07-15 00:45:05,/fib,100,10,4.06,2460.888,24.609,0,0
2025-07-15 00:50:30,/fib,100,10,4.03,2479.476,24.795,0,0
2025-07-15 00:55:56,/fib,100,10,4.06,2464.417,24.644,0,0
