timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-13 22:23:18,/fib,1,1,1.91,524.625,0.525,0,0
2025-07-13 22:28:19,/fib,1,1,1.94,515.016,0.515,0,0
2025-07-13 22:33:20,/fib,1,1,2.15,466.157,0.466,0,0
2025-07-13 22:38:21,/fib,100,10,3.99,2503.764,25.038,0,0
2025-07-13 22:43:47,/fib,100,10,3.94,2537.306,25.373,0,0
2025-07-13 22:49:13,/fib,100,10,4.04,2474.347,24.743,1,0
