timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 00:27:54,/fib,1,1,2.19,456.555,0.457,0,0
2025-07-15 00:32:55,/fib,1,1,2.10,475.545,0.476,0,0
2025-07-15 00:37:57,/fib,1,1,2.00,499.923,0.500,0,0
2025-07-15 00:42:58,/fib,100,10,4.07,2455.773,24.558,1,0
2025-07-15 00:48:23,/fib,100,10,4.04,2475.543,24.755,0,0
2025-07-15 00:53:48,/fib,100,10,4.07,2459.636,24.596,0,0
