timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-13 22:23:08,/fib,1,1,2.02,495.539,0.496,0,0
2025-07-13 22:28:09,/fib,1,1,1.98,505.082,0.505,0,0
2025-07-13 22:33:11,/fib,1,1,2.04,490.227,0.490,0,0
2025-07-13 22:38:12,/fib,100,10,3.95,2533.463,25.335,0,0
2025-07-13 22:43:37,/fib,100,10,3.85,2596.476,25.965,1,0
2025-07-13 22:49:04,/fib,100,10,4.02,2490.593,24.906,0,0
