timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-14 18:18:54,/fib,1,1,2.07,482.888,0.483,0,0
2025-07-14 18:23:55,/fib,1,1,2.07,482.337,0.482,0,0
2025-07-14 18:28:56,/fib,1,1,2.05,487.567,0.488,0,0
2025-07-14 18:33:57,/fib,100,10,4.07,2455.114,24.551,0,0
2025-07-14 18:39:22,/fib,100,10,3.93,2544.851,25.449,1,0
2025-07-14 18:44:48,/fib,100,10,3.87,2581.880,25.819,1,0
