timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 01:09:04,/fib,1,1,2.11,473.587,0.474,0,0
2025-07-15 01:14:06,/fib,1,1,1.94,515.606,0.516,0,0
2025-07-15 01:19:07,/fib,1,1,1.98,503.999,0.504,0,0
2025-07-15 01:24:09,/fib,100,10,4.02,2486.528,24.865,0,0
2025-07-15 01:29:35,/fib,100,10,3.91,2559.819,25.598,0,0
2025-07-15 01:35:05,/fib,100,10,3.98,2512.684,25.127,0,0
