timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 00:05:58,/fib,1,1,2.07,483.540,0.484,0,0
2025-07-15 00:11:00,/fib,1,1,2.11,474.707,0.475,0,0
2025-07-15 00:16:01,/fib,1,1,2.11,474.238,0.474,0,0
2025-07-15 00:21:03,/fib,100,10,4.08,2450.064,24.501,0,0
2025-07-15 00:26:29,/fib,100,10,4.03,2481.217,24.812,0,0
