timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 00:30:42,/fib,1,1,2.14,467.216,0.467,0,0
2025-07-15 00:35:43,/fib,1,1,2.04,489.155,0.489,0,0
2025-07-15 00:40:44,/fib,1,1,2.21,452.011,0.452,0,0
2025-07-15 00:45:46,/fib,100,10,3.93,2545.856,25.459,0,0
2025-07-15 00:51:13,/fib,100,10,3.93,2542.844,25.428,1,0
