timestamp,endpoint,requests,concurrency,requests_per_sec,mean_time_per_request(ms),total_time_taken(s),failed_requests,non_2xx_responses
2025-07-15 01:09:21,/fib,1,1,2.12,471.002,0.471,0,0
2025-07-15 01:14:23,/fib,1,1,2.01,497.216,0.497,0,0
2025-07-15 01:19:25,/fib,1,1,2.14,466.270,0.466,0,0
2025-07-15 01:24:26,/fib,100,10,4.04,2475.723,24.757,1,0
2025-07-15 01:29:53,/fib,100,10,3.99,2508.928,25.089,1,0
2025-07-15 01:35:19,/fib,100,10,3.85,2596.437,25.964,1,0
